gameid	seasonlabel	gameweekid	gameweeknum	gamedate	team_h_id	team_h	team_a_id	team_a	score_h	score_a	groundid	groundname	groundcity	matchstatus	matchoutcome	matchphase	attendance	extraTime	shootout	matchtime	formation_h	formation_a	tot_dist_m_h	tot_dist_m_a	clearance_h	clearance_a	pass_h	pass_a	touches_h	touches_a	touches_opp_box_h	touches_opp_box_a	possession_pct_h	possession_pct_a	poss_lost_ctrl_h	poss_lost_ctrl_a	total_tackle_h	total_tackle_a	won_tackle_h	won_tackle_a	tot_long_balls_h	tot_long_balls_a	tot_offside_h	tot_offside_a	shot_off_target_h	shot_off_target_a	corner_taken_h	corner_taken_a	interception_h	interception_a	first_half_goals_h	first_half_goals_a	goals_openplay_h	goals_openplay_a	big_chance_created_h	big_chance_created_a	big_chance_scored_h	big_chance_scored_a	big_chance_missed_h	big_chance_missed_a	own_goal_accrued_h	own_goal_accrued_a	saves_h	saves_a	tot_yel_card_h	tot_yel_card_a	forward_goals_h	forward_goals_a	defender_goals_h	defender_goals_a	midfielder_goals_h	midfielder_goals_a	subs_made_h	subs_made_a	player1_name_h	player2_name_h	player3_name_h	player4_name_h	player5_name_h	player6_name_h	player7_name_h	player8_name_h	player9_name_h	player10_name_h	player11_name_h	player12_name_h	player13_name_h	player14_name_h	player15_name_h	player16_name_h	player17_name_h	player18_name_h	player1_name_a	player2_name_a	player3_name_a	player4_name_a	player5_name_a	player6_name_a	player7_name_a	player8_name_a	player9_name_a	player10_name_a	player11_name_a	player12_name_a	player13_name_a	player14_name_a	player15_name_a	player16_name_a	player17_name_a	player18_name_a	player1_role_h	player2_role_h	player3_role_h	player4_role_h	player5_role_h	player6_role_h	player7_role_h	player8_role_h	player9_role_h	player10_role_h	player11_role_h	player12_role_h	player13_role_h	player14_role_h	player15_role_h	player16_role_h	player17_role_h	player18_role_h	player1_role_a	player2_role_a	player3_role_a	player4_role_a	player5_role_a	player6_role_a	player7_role_a	player8_role_a	player9_role_a	player10_role_a	player11_role_a	player12_role_a	player13_role_a	player14_role_a	player15_role_a	player16_role_a	player17_role_a	player18_role_a	player1_GS_h	player2_GS_h	player3_GS_h	player4_GS_h	player5_GS_h	player6_GS_h	player7_GS_h	player8_GS_h	player9_GS_h	player10_GS_h	player11_GS_h	player12_GS_h	player13_GS_h	player14_GS_h	player15_GS_h	player16_GS_h	player17_GS_h	player18_GS_h	player1_GS_a	player2_GS_a	player3_GS_a	player4_GS_a	player5_GS_a	player6_GS_a	player7_GS_a	player8_GS_a	player9_GS_a	player10_GS_a	player11_GS_a	player12_GS_a	player13_GS_a	player14_GS_a	player15_GS_a	player16_GS_a	player17_GS_a	player18_GS_a	player1_YC_h	player2_YC_h	player3_YC_h	player4_YC_h	player5_YC_h	player6_YC_h	player7_YC_h	player8_YC_h	player9_YC_h	player10_YC_h	player11_YC_h	player12_YC_h	player13_YC_h	player14_YC_h	player15_YC_h	player16_YC_h	player17_YC_h	player18_YC_h	player1_YC_a	player2_YC_a	player3_YC_a	player4_YC_a	player5_YC_a	player6_YC_a	player7_YC_a	player8_YC_a	player9_YC_a	player10_YC_a	player11_YC_a	player12_YC_a	player13_YC_a	player14_YC_a	player15_YC_a	player16_YC_a	player17_YC_a	player18_YC_a
12478	2015/16	1167	37	"Sun 8 May 2016, 16:00 BST"	10	Liverpool	33	Watford	2	0	10	Anfield	Liverpool	C	H	F	43341	FALSE	FALSE	5640	4231	442			24	25	563	271	756	487			66	33	137	132	22	17	18	15	58	57	2	1	8	9	8	8	10	21	1		1		2		1		1				3	3	1	2					1		3	3	Alberto Moreno	Kevin Stewart	Philippe Coutinho	Lucas Leiva	Simon Mignolet	Jordon Ibe	Sheyi Ojo	Joe Allen	Martin Skrtel	Jon Flanagan	Christian Benteke	Kolo Touré	Roberto Firmino	Pedro Chirivella	Cameron Brannagan	Adam Bogdan	Daniel Sturridge	Connor Randall	Craig Cathcart	José Manuel Jurado	Heurelho Gomes	Miguel Britos	Almen Abdi	Odion Ighalo	Ikechi Anya	Mario Suárez	Ben Watson	Sebastian Prödl	Troy Deeney	Steven Berghuis	Adlène Guédioura	Juan Carlos Paredes	Nathan Aké	Allan-Roméo Nyom	Nordin Amrabat	Costel Pantilimon	Defenders	Midfielders	Midfielders	Defenders	Goalkeeper	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Forwards	Defenders	Forwards	Midfielders	Midfielders	Goalkeeper	Forwards	Defenders	Defenders	Midfielders	Goalkeeper	Defenders	Midfielders	Forwards	Defenders	Midfielders	Midfielders	Defenders	Forwards	Forwards	Midfielders	Defenders	Defenders	Defenders	Midfielders	Goalkeeper	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12479	2015/16	1167	37	"Sun 8 May 2016, 16:00 BST"	11	Manchester City	1	Arsenal	2	2	50	Etihad Stadium	Manchester	C	D	F	54425	FALSE	FALSE	5640	442	4231			28	32	505	383	747	618			57	42	179	171	22	26	17	16	62	61	3	3	9	2	7	2	17	25	1	1	2	1		3		2		1				1	2	1	1	1			1	1	3	3	Kevin De Bruyne	Bacary Sagna	Fernando	Joe Hart	Eliaquim Mangala	Sergio Agüero	Jesús Navas	Kelechi Iheanacho	Fernandinho	Nicolás Otamendi	Gaël Clichy	Wilfried Bony	Yaya Touré	Angeliño	Willy Caballero	Raheem Sterling	Fabian Delph	Martín Demichelis	Gabriel Paulista	Aaron Ramsey	Laurent Koscielny	Olivier Giroud	Héctor Bellerín	Mohamed Elneny	Nacho Monreal	Petr Cech	Alexis Sánchez	Danny Welbeck	Alex Iwobi	Theo Walcott	Joel Campbell	Kieran Gibbs	Francis Coquelin	David Ospina	Jack Wilshere	Santi Cazorla	Midfielders	Defenders	Midfielders	Goalkeeper	Defenders	Forwards	Midfielders	Forwards	Midfielders	Defenders	Defenders	Forwards	Midfielders	Defenders	Goalkeeper	Forwards	Midfielders	Defenders	Defenders	Midfielders	Defenders	Forwards	Defenders	Midfielders	Defenders	Goalkeeper	Midfielders	Midfielders	Midfielders	Forwards	Forwards	Defenders	Midfielders	Goalkeeper	Midfielders	Midfielders	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12480	2015/16	1167	37	"Sun 8 May 2016, 13:30 BST"	21	Tottenham Hotspur	20	Southampton	1	2	28	White Hart Lane	London	C	A	F	35748	FALSE	FALSE	5760	4231	4231			25	45	586	257	803	461			69	30	145	119	14	26	11	17	73	62	1	4	9	5	10	2	17	22	1	1	1	2	2	2	1	1	2	1				5		3					1	2	2	3	Kyle Walker	Son Heung-Min	Jan Vertonghen	Erik Lamela	Toby Alderweireld	Hugo Lloris	Harry Kane	Christian Eriksen	Ryan Mason	Eric Dier	Danny Rose	Kevin Wimmer	Harry Winks	Clinton N'Jie	Tom Carroll	Nacer Chadli	Ben Davies	Michel Vorm	Dusan Tadic	Steven Davis	Virgil van Dijk	Ryan Bertrand	Fraser Forster	Shane Long	Victor Wanyama	José Fonte	Jordy Clasie	Sadio Mané	Cuco Martina	Charlie Austin	Maarten Stekelenburg	Maya Yoshida	James Ward-Prowse	Cédric Soares	Oriol Romeu	Graziano Pellè	Defenders	Midfielders	Defenders	Midfielders	Defenders	Goalkeeper	Forwards	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Forwards	Midfielders	Midfielders	Defenders	Goalkeeper	Midfielders	Midfielders	Defenders	Defenders	Goalkeeper	Forwards	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Forwards	Goalkeeper	Defenders	Midfielders	Defenders	Midfielders	Forwards	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0
12474	2015/16	1167	37	"Sat 7 May 2016, 17:30 BST"	26	Leicester City	7	Everton	3	1	49	King Power Stadium	Leicester	C	H	F	32140	FALSE	FALSE	5640	442	442			19	19	340	504	562	700			41	58	131	135	17	24	11	14	50	76	2	1	13	3	12	4	17	14	2		2	1	3	4	3	1	3	3			4	5		3	2				1		3	3	Andy King	Danny Simpson	Marc Albrighton	Jamie Vardy	Christian Fuchs	Riyad Mahrez	N'Golo Kanté	Kasper Schmeichel	Wes Morgan	Shinji Okazaki	Marcin Wasilewski	Ben Chilwell	Leonardo Ulloa	Daniel Amartey	Gökhan Inler	Mark Schwarzer	Demarai Gray	Jeffrey Schlupp	Bryan Oviedo	Tom Cleverley	Joel Robles	John Stones	Aaron Lennon	Romelu Lukaku	Ross Barkley	Matthew Pennington	Oumar Niasse	James McCarthy	Leighton Baines	Kevin Mirallas	Darron Gibson	Muhamed Besic	Leon Osman	Kieran Dowell	Callum Connolly	Tim Howard	Midfielders	Defenders	Midfielders	Forwards	Defenders	Midfielders	Midfielders	Goalkeeper	Defenders	Forwards	Defenders	Defenders	Forwards	Midfielders	Midfielders	Goalkeeper	Forwards	Midfielders	Defenders	Midfielders	Goalkeeper	Defenders	Midfielders	Forwards	Midfielders	Defenders	Forwards	Midfielders	Defenders	Midfielders	Midfielders	Midfielders	Midfielders	Midfielders	Defenders	Goalkeeper	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
12471	2015/16	1167	37	"Sat 7 May 2016, 15:00 BST"	2	Aston Villa	23	Newcastle United	0	0	43	Villa Park	Birmingham	C	D	F	33055	FALSE	FALSE	5820	532	4231			32	33	409	455	625	693			45	54	142	156	21	17	16	14	63	49	1	1	2	5		5	22	16						1				1			3		1	1							1	3	Carlos Sánchez	Leandro Bacuna	Joleon Lescott	Alan Hutton	Kevin Toner	Idrissa Gueye	Ciaran Clark	Jordan Ayew	Scott Sinclair	Mark Bunn	Ashley Westwood	Jack Grealish	Rushian Hepburn-Murphy	Brad Guzan	Carles Gil	Adama Traoré	Jordan Lyden	Micah Richards	Georginio Wijnaldum	Karl Darlow	Andros Townsend	Jamaal Lascelles	Moussa Sissoko	Papiss Demba Cissé	Cheick Tioté	Vurnon Anita	Jack Colback	Chancel Mbemba	Paul Dummett	Aleksandar Mitrovic	Jonjo Shelvey	Daryl Janmaat	Freddy Woodman	Steven Taylor	Siem de Jong	Ayoze Pérez	Midfielders	Defenders	Defenders	Defenders	Defenders	Midfielders	Defenders	Forwards	Forwards	Goalkeeper	Midfielders	Midfielders	Forwards	Goalkeeper	Midfielders	Midfielders	Midfielders	Defenders	Midfielders	Goalkeeper	Midfielders	Defenders	Midfielders	Forwards	Midfielders	Defenders	Midfielders	Defenders	Defenders	Forwards	Midfielders	Defenders	Goalkeeper	Defenders	Midfielders	Forwards	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12472	2015/16	1167	37	"Sat 7 May 2016, 15:00 BST"	127	AFC Bournemouth	36	West Bromwich Albion	1	1	354	Goldsands Stadium	Bournemouth	C	D	F	11040	FALSE	FALSE	5640	442	4231			19	16	567	255	776	463			68	31	157	130	24	28	21	23	78	63	1	3	5	6	5	3	4	26		1		1			1			1			4	3	2	1		1					3	2	Lewis Grabban	Junior Stanislas	Andrew Surman	Steve Cook	Simon Francis	Benik Afobe	Tommy Elphick	Harry Arter	Charlie Daniels	Max-Alain Gradel	Artur Boruc	Matt Ritchie	Eunan O'Kane	Juan Iturbe	Dan Gosling	Callum Wilson	Adam Federici	Joshua King	Craig Gardner	Salomón Rondón	Jonny Evans	James McClean	Darren Fletcher	Jonathan Leko	Craig Dawson	Claudio Yacob	Ben Foster	Jonas Olsson	Gareth McAuley	Tyler Roberts	Boaz Myhill	Rickie Lambert	Sandro	Sam Field	James Chester	Saido Berahino	Forwards	Midfielders	Midfielders	Defenders	Defenders	Forwards	Defenders	Midfielders	Defenders	Midfielders	Goalkeeper	Midfielders	Midfielders	Forwards	Midfielders	Forwards	Goalkeeper	Forwards	Midfielders	Forwards	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Midfielders	Goalkeeper	Defenders	Defenders	Forwards	Goalkeeper	Forwards	Midfielders	Defenders	Defenders	Forwards	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
12473	2015/16	1167	37	"Sat 7 May 2016, 15:00 BST"	6	Crystal Palace	42	Stoke City	2	1	45	Selhurst Park	London	C	H	F	23990	FALSE	FALSE	5700	4231	4141			10	27	390	293	585	462			57	42	155	127	8	16	7	13	73	61	1	3	6	7	4	3	24	16		1	1	1	2	1	1		1	2			2	2	2	3					2	1	3	3	Scott Dann	Yannick Bolasie	Joel Ward	Pape Souaré	Wayne Hennessey	Jason Puncheon	Damien Delaney	Yohan Cabaye	James McArthur	Connor Wickham	Dwight Gayle	Martin Kelly	Jordon Mutch	Joe Ledley	Julian Speroni	Fraizer Campbell	Emmanuel Adebayor	Bakary Sako	Ryan Shawcross	Marko Arnautovic	Giannelli Imbula	Geoff Cameron	Xherdan Shaqiri	Peter Crouch	Jakob Haugaard	Erik Pieters	Glenn Whelan	Charlie Adam	Phil Bardsley	Daniel Bachmann	Philipp Wollscheid	Bojan	Mame Biram Diouf	Stephen Ireland	Jonathan Walters	Joselu	Defenders	Midfielders	Defenders	Defenders	Goalkeeper	Midfielders	Defenders	Midfielders	Midfielders	Forwards	Midfielders	Defenders	Midfielders	Midfielders	Goalkeeper	Forwards	Forwards	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Midfielders	Forwards	Goalkeeper	Defenders	Midfielders	Midfielders	Defenders	Goalkeeper	Defenders	Forwards	Forwards	Midfielders	Forwards	Forwards	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
12476	2015/16	1167	37	"Sat 7 May 2016, 15:00 BST"	29	Sunderland	4	Chelsea	3	2	35	Stadium of Light	Sunderland	C	H	F	47050	FALSE	FALSE	5760	4141	4231			9	23	287	652	450	821			31	68	132	130	15	15	13	12	59	61	6	1	3		3	3	25	5	1	2	2	2		3		2		2			6	1	4	1	1	1			2	1	3	3	DeAndre Yedlin	Wahbi Khazri	Fabio Borini	Patrick van Aanholt	Yann M'Vila	Lamine Koné	Jan Kirchhoff	Lee Cattermole	Jermain Defoe	Younes Kaboul	Vito Mannone	Dame N'Doye	Jordan Pickford	Duncan Watmore	Jeremain Lens	John O'Shea	Jack Rodwell	Sebastian Larsson	Willian	Branislav Ivanovic	Gary Cahill	Eden Hazard	John Terry	César Azpilicueta	Diego Costa	John Obi Mikel	Cesc Fàbregas	Thibaut Courtois	Nemanja Matic	Alexandre Pato	Abdul Rahman Baba	Ruben Loftus-Cheek	Kenedy	Oscar	Asmir Begovic	Bertrand Traoré	Defenders	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Forwards	Defenders	Goalkeeper	Forwards	Goalkeeper	Forwards	Forwards	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Defenders	Defenders	Forwards	Midfielders	Midfielders	Goalkeeper	Midfielders	Forwards	Defenders	Midfielders	Forwards	Midfielders	Goalkeeper	Midfielders	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
12477	2015/16	1167	37	"Sat 7 May 2016, 15:00 BST"	25	West Ham United	45	Swansea City	1	4	44	Boleyn Ground	London	C	A	F	34907	FALSE	FALSE	5700	4231	433			11	31	427	408	622	617			51	48	136	121	10	16	9	12	58	69	3	2	8	3	13	3	16	12		2		4	3	3		3	4		1		2	7	3			2				1	3	3	Michail Antonio	Cheikhou Kouyaté	Angelo Ogbonna	Manuel Lanzini	Victor Moses	Aaron Cresswell	Mark Noble	Darren Randolph	Winston Reid	Andy Carroll	Dimitri Payet	James Collins	Emmanuel Emenike	Pedro Obiang	Enner Valencia	Diafra Sakho	Raphael Spiegel	James Tomkins	Federico Fernández	Stephen Kingsley	Jack Cork	Ki Sung-Yueng	Leroy Fer	Wayne Routledge	Kyle Naughton	André Ayew	Lukasz Fabianski	Jordi Amat	Modou Barrow	Kristoffer Nordfeldt	Angel Rangel	Kenji Gorré	Bafétimbi Gomis	Jay Fulton	Marvin Emnes	Leon Britton	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Midfielders	Goalkeeper	Defenders	Forwards	Midfielders	Defenders	Forwards	Midfielders	Forwards	Forwards	Goalkeeper	Defenders	Defenders	Defenders	Midfielders	Midfielders	Midfielders	Forwards	Defenders	Forwards	Goalkeeper	Defenders	Forwards	Goalkeeper	Defenders	Forwards	Forwards	Midfielders	Forwards	Midfielders	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12475	2015/16	1167	37	"Sat 7 May 2016, 12:45 BST"	14	Norwich City	12	Manchester United	0	1	34	Carrow Road	Norwich	C	A	F	27132	FALSE	FALSE	5760	4411	4141			18	18	272	579	466	767			33	66	159	160	14	19	10	16	77	76		1	3	6	1	6	21	11				1	3	2		1	3	1			1	2	1							1	3	3	Sebastien Bassong	Nathan Redmond	Wes Hoolahan	Cameron Jerome	Jonny Howson	Robbie Brady	John Ruddy	Ivo Pinto	Gary O'Neil	Russell Martin	Martin Olsson	Steven Naismith	Patrick Bamford	Matthew Jarvis	Steven Whittaker	Graham Dorrans	Dieudonne Mbokani Bezua	Declan Rudd	Memphis Depay	David de Gea	Marcos Rojo	Wayne Rooney	Matteo Darmian	Michael Carrick	Juan Mata	Ander Herrera	Jesse Lingard	Chris Smalling	Luis Antonio Valencia	Adnan Januzaj	Patrick McNair	Timothy Fosu-Mensah	Cameron Borthwick-Jackson	Morgan Schneiderlin	Sergio Romero	Not Available	Defenders	Midfielders	Forwards	Forwards	Midfielders	Midfielders	Goalkeeper	Defenders	Midfielders	Defenders	Defenders	Forwards	Forwards	Midfielders	Defenders	Midfielders	Forwards	Goalkeeper	Midfielders	Goalkeeper	Defenders	Forwards	Defenders	Midfielders	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Defenders	Defenders	Defenders	Midfielders	Goalkeeper	Not Available	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12470	2015/16	1166	36	"Mon 2 May 2016, 20:00 BST"	4	Chelsea	21	Tottenham Hotspur	2	2	30	Stamford Bridge	London	C	D	F	41545	FALSE	FALSE	5820	4231	4231			22	19	366	408	588	616			47	52	145	141	24	23	16	19	59	56	3		5	5	7	8	13	17		2	1	2	1	2	1	2					3	3	3	9		1	1			1	2	3	Asmir Begovic	Gary Cahill	John Obi Mikel	Nemanja Matic	Pedro	John Terry	César Azpilicueta	Diego Costa	Branislav Ivanovic	Cesc Fàbregas	Willian	Marco Amelia	Abdul Rahman Baba	Ruben Loftus-Cheek	Eden Hazard	Kenedy	Oscar	Bertrand Traoré	Kyle Walker	Toby Alderweireld	Son Heung-Min	Mousa Dembélé	Danny Rose	Jan Vertonghen	Erik Lamela	Hugo Lloris	Harry Kane	Christian Eriksen	Eric Dier	Kevin Wimmer	Ryan Mason	Ben Davies	Tom Carroll	Nacer Chadli	Clinton N'Jie	Michel Vorm	Goalkeeper	Defenders	Midfielders	Midfielders	Midfielders	Defenders	Defenders	Forwards	Defenders	Midfielders	Midfielders	Goalkeeper	Defenders	Midfielders	Midfielders	Forwards	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Midfielders	Defenders	Defenders	Midfielders	Goalkeeper	Forwards	Midfielders	Midfielders	Defenders	Midfielders	Defenders	Midfielders	Midfielders	Forwards	Goalkeeper	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0
12468	2015/16	1166	36	"Sun 1 May 2016, 16:30 BST"	20	Southampton	11	Manchester City	4	2	48	St. Mary's Stadium	Southampton	C	H	F	31472	FALSE	FALSE	5700	4231	442			13	26	384	576	594	804			40	59	147	155	38	24	23	19	58	57	3		5	1	8	2	25	20	2	1	3	2	4	1	4	1		1			3	3	2	1	1	2			3		3	2	Dusan Tadic	Virgil van Dijk	Sadio Mané	Ryan Bertrand	Fraser Forster	Shane Long	Victor Wanyama	José Fonte	Steven Davis	Jordy Clasie	Cuco Martina	Charlie Austin	Maarten Stekelenburg	Maya Yoshida	James Ward-Prowse	Jay Rodriguez	Cédric Soares	Oriol Romeu	Fernandinho	Raheem Sterling	Kelechi Iheanacho	Joe Hart	Eliaquim Mangala	Pablo Zabaleta	Wilfried Bony	Samir Nasri	Fabian Delph	Aleksandar Kolarov	Nicolás Otamendi	Sergio Agüero	Gaël Clichy	Willy Caballero	Bacary Sagna	Jesús Navas	Fernando	Martín Demichelis	Midfielders	Defenders	Midfielders	Defenders	Goalkeeper	Forwards	Midfielders	Defenders	Midfielders	Midfielders	Defenders	Forwards	Goalkeeper	Defenders	Midfielders	Forwards	Defenders	Midfielders	Midfielders	Midfielders	Forwards	Goalkeeper	Defenders	Defenders	Forwards	Midfielders	Midfielders	Defenders	Defenders	Forwards	Defenders	Goalkeeper	Defenders	Midfielders	Midfielders	Defenders	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12467	2015/16	1166	36	"Sun 1 May 2016, 14:05 BST"	12	Manchester United	26	Leicester City	1	1	42	Old Trafford	Manchester	C	D	F	75275	FALSE	FALSE	5700	4141	442			19	36	592	248	822	480			70	29	159	134	14	25	10	20	61	69	1		7	7	6	5	12	32	1	1	1		1	2	1	1		1			2	5	3					1	1		3	3	David de Gea	Marcos Rojo	Michael Carrick	Marouane Fellaini	Wayne Rooney	Anthony Martial	Marcus Rashford	Jesse Lingard	Daley Blind	Chris Smalling	Luis Antonio Valencia	Ander Herrera	Matteo Darmian	Juan Mata	Memphis Depay	Timothy Fosu-Mensah	Morgan Schneiderlin	Sergio Romero	Jeffrey Schlupp	Danny Simpson	Christian Fuchs	Riyad Mahrez	N'Golo Kanté	Kasper Schmeichel	Wes Morgan	Shinji Okazaki	Robert Huth	Daniel Drinkwater	Leonardo Ulloa	Ben Chilwell	Daniel Amartey	Mark Schwarzer	Demarai Gray	Andy King	Marc Albrighton	Marcin Wasilewski	Goalkeeper	Defenders	Midfielders	Midfielders	Midfielders	Midfielders	Forwards	Midfielders	Defenders	Defenders	Defenders	Midfielders	Defenders	Midfielders	Forwards	Defenders	Midfielders	Goalkeeper	Midfielders	Defenders	Defenders	Midfielders	Midfielders	Goalkeeper	Defenders	Forwards	Defenders	Midfielders	Forwards	Defenders	Midfielders	Goalkeeper	Forwards	Midfielders	Midfielders	Defenders	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12469	2015/16	1166	36	"Sun 1 May 2016, 12:00 BST"	45	Swansea City	10	Liverpool	3	1	86	Liberty Stadium	Swansea	C	H	F	20972	FALSE	FALSE	5700	4231	4411			12	27	480	533	678	728			47	52	127	125	20	20	17	17	41	46	1		4	3	4	7	19	10	2		2		3	1	1	1	2				2	6	2	2	2				1		2	3	Ashley Williams	Angel Rangel	Jefferson Montero	Wayne Routledge	Lukasz Fabianski	Jordi Amat	Leon Britton	Jack Cork	André Ayew	Neil Taylor	Gylfi Sigurdsson	Bafétimbi Gomis	Kristoffer Nordfeldt	Jay Fulton	Modou Barrow	Federico Fernández	Ki Sung-Yueng	Kyle Naughton	Brad Smith	Martin Skrtel	Nathaniel Clyne	Dejan Lovren	Kevin Stewart	Philippe Coutinho	Sheyi Ojo	Jordon Ibe	Daniel Sturridge	Pedro Chirivella	Danny Ward	Simon Mignolet	João Teixeira	Cameron Brannagan	Christian Benteke	Lucas Leiva	Adam Lallana	Not Available	Defenders	Defenders	Midfielders	Midfielders	Goalkeeper	Defenders	Midfielders	Midfielders	Forwards	Defenders	Midfielders	Forwards	Goalkeeper	Midfielders	Forwards	Defenders	Midfielders	Defenders	Defenders	Defenders	Defenders	Defenders	Midfielders	Forwards	Midfielders	Midfielders	Forwards	Midfielders	Goalkeeper	Goalkeeper	Midfielders	Midfielders	Forwards	Midfielders	Midfielders	Not Available	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
